candidate_id,rank,score,reasoning
CAND_0077337,1,0.9990000000000001,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 7.0yr — JD sweet spot. Currently: Staff Machine Learning Engineer @ Paytm. Tier-1 institution (Georgia Tech). Active OSS (GitHub 68/100). Semantic Fit: 72%. [Watch: Active OSS contributor (GitHub 68/100)]
CAND_0044883,2,0.9804784722750677,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 6.3yr — JD sweet spot. Currently: AI Engineer @ Mad Street Den. Active OSS (GitHub 70/100). Semantic Fit: 70%. [Watch: Active OSS contributor (GitHub 70/100)]
CAND_0081846,3,0.9765643764954646,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 6.7yr — JD sweet spot. Currently: Lead AI Engineer @ Razorpay. Tier-1 institution (IIT Hyderabad). Short notice (30d). Semantic Fit: 68%
CAND_0086022,4,0.9725760966075795,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 5.3yr — within JD range. Currently: Senior Applied Scientist @ Sarvam AI. Tier-1 institution (Stanford University). Active OSS (GitHub 75/100). Platform test: Vector Search=93/100. Immediate availability. Semantic Fit: 63%. [Watch: Immediate joiner; Active OSS contributor (GitHub 75/100)]
CAND_0092278,5,0.9684558889857917,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 6.8yr — JD sweet spot. Currently: Senior NLP Engineer @ Microsoft. Tier-1 institution (IIT Delhi). Semantic Fit: 72%. [Watch: Inactive 231d; Low response rate (7%)]
CAND_0064326,6,0.9614437345748215,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.6yr — JD sweet spot. Currently: Search Engineer @ Sarvam AI. Tier-2 institution (COEP Pune). Semantic Fit: 69%. [Watch: Active OSS contributor (GitHub 61/100)]
CAND_0017960,7,0.9514138579376296,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.7yr — JD sweet spot. Currently: Recommendation Systems Engineer @ Nykaa. Tier-1 institution (IIT Delhi). Active OSS (GitHub 92/100). Semantic Fit: 66%. [Watch: Active OSS contributor (GitHub 92/100)]
CAND_0039383,8,0.9502196627418066,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.1yr — JD sweet spot. Currently: Applied ML Engineer @ Meesho. Tier-1 institution (IISc Bangalore). Active OSS (GitHub 86/100). Platform test: Hugging Face Transformers=86/100. Semantic Fit: 71%. [Watch: Active OSS contributor (GitHub 86/100)]
CAND_0033861,9,0.9485895100722029,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 8.0yr — JD sweet spot. Currently: Senior NLP Engineer @ Mad Street Den. Tier-2 institution (Thapar University). Platform test: Reinforcement Learning=90/100. Short notice (30d). Semantic Fit: 72%. [Watch: Low response rate (16%)]
CAND_0080766,10,0.944981037832949,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 8.8yr — within JD range. Currently: Staff Machine Learning Engineer @ Salesforce. Tier-1 institution (NIT Surathkal). Platform test: Weaviate=84/100. Immediate availability. Semantic Fit: 58%. [Watch: Immediate joiner]
CAND_0037944,11,0.9420141486800006,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 4.9yr experience. Currently: Senior Data Scientist @ Vedantu. Tier-1 institution (IISc Bangalore). Active OSS (GitHub 83/100). Platform test: Vector Search=92/100. Short notice (30d). Semantic Fit: 68%. [Watch: Active OSS contributor (GitHub 83/100); Below JD min experience (4.9yr)]
CAND_0053591,12,0.9412174908603274,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 5.3yr — within JD range. Currently: AI Engineer @ Ola. Tier-2 institution (Anna University). Active OSS (GitHub 76/100). Platform test: LangChain=90/100. Semantic Fit: 65%. [Watch: Active OSS contributor (GitHub 76/100)]
CAND_0076831,13,0.9411426642017445,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 4.0yr experience. Currently: Search Engineer @ Krutrim. Tier-1 institution (Stanford University). Platform test: BM25=91/100. Semantic Fit: 75%. [Watch: Below JD min experience (4.0yr)]
CAND_0044222,14,0.9393664262341508,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.7yr — JD sweet spot. Currently: AI Engineer @ PolicyBazaar. Tier-1 institution (IISc Bangalore). Platform test: LlamaIndex=85/100. Semantic Fit: 66%
CAND_0075574,15,0.9327718365951273,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 5.7yr — within JD range. Currently: Machine Learning Engineer @ Haptik. Tier-1 institution (Carnegie Mellon University). Platform test: pgvector=83/100. Semantic Fit: 58%
CAND_0055905,16,0.9282909271533509,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 8.1yr — within JD range. Currently: Senior Machine Learning Engineer @ Flipkart. Tier-1 institution (IIT Kharagpur). Platform test: Elasticsearch=83/100. Short notice (30d). Semantic Fit: 66%
CAND_0018499,17,0.924806336148051,Rare combo: Reranking+Dense retrieval. 7.2yr — JD sweet spot. Currently: Senior Machine Learning Engineer @ Zomato. Tier-1 institution (NIT Surathkal). Active OSS (GitHub 95/100). Platform test: Deep Learning=94/100. Short notice (15d). Semantic Fit: 75%. [Watch: Active OSS contributor (GitHub 95/100)]
CAND_0060072,18,0.9226517274940615,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 5.7yr — within JD range. Currently: Staff Machine Learning Engineer @ Amazon. Tier-1 institution (UC Berkeley). Active OSS (GitHub 82/100). Platform test: Deep Learning=81/100. Semantic Fit: 63%. [Watch: Low response rate (10%); Active OSS contributor (GitHub 82/100)]
CAND_0046525,19,0.9215102204262398,Rare combo: Reranking+Dense retrieval. Strong upward career arc. 6.1yr — JD sweet spot. Currently: Senior Machine Learning Engineer @ Genpact AI. Tier-1 institution (IIT Hyderabad). Platform test: LangChain=96/100. Semantic Fit: 69%
CAND_0070398,20,0.9209126123128032,Rare combo: End-to-end retrieval ranking. Strong upward career arc. 7.2yr — JD sweet spot. Currently: Machine Learning Engineer @ Genpact AI. Tier-2 institution (SRM University). Platform test: RAG=85/100. Semantic Fit: 63%. [Watch: 120d notice; Active OSS contributor (GitHub 63/100)]
